id,List_of_items,number_of_items_per_type,total_number_of_items,store_id,operator_id,city_id
191,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[34, 86, 40, 41, 64, 76, 76, 47, 68, 25]",557,191,2,44
192,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[93, 57, 49, 78, 21, 15, 10, 47, 84, 63]",517,192,2,44
193,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[82, 39, 79, 67, 20, 38, 33, 73, 24, 47]",502,193,2,44
194,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[39, 78, 19, 79, 32, 34, 52, 29, 57, 72]",491,194,2,44
195,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[65, 80, 21, 30, 65, 19, 82, 19, 81, 79]",541,195,2,44
196,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[77, 35, 57, 18, 78, 78, 13, 93, 36, 90]",575,196,2,44
197,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[87, 67, 22, 63, 70, 16, 31, 94, 32, 52]",534,197,2,44
198,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[28, 27, 26, 39, 91, 87, 30, 19, 26, 19]",392,198,2,44
199,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[100, 99, 85, 18, 16, 82, 35, 46, 78, 35]",594,199,2,44
200,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[73, 44, 29, 36, 17, 59, 95, 93, 24, 55]",525,200,2,44
201,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[78, 67, 73, 79, 32, 31, 76, 93, 18, 88]",635,201,3,13
202,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[100, 25, 75, 95, 21, 65, 51, 16, 10, 13]",471,202,3,13
203,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[11, 52, 34, 12, 38, 62, 88, 69, 53, 82]",501,203,3,13
204,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[23, 12, 71, 99, 52, 74, 45, 31, 84, 45]",536,204,3,13
205,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[37, 28, 79, 26, 13, 96, 57, 12, 52, 99]",499,205,3,13
206,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[32, 79, 54, 55, 56, 99, 43, 67, 79, 62]",626,206,3,13
207,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[68, 31, 29, 76, 75, 67, 75, 50, 87, 26]",584,207,3,13
208,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[83, 71, 38, 86, 60, 88, 98, 85, 69, 22]",700,208,3,13
209,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[65, 60, 69, 96, 50, 75, 16, 74, 87, 52]",644,209,3,13
210,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[28, 19, 61, 21, 57, 75, 64, 97, 65, 44]",531,210,3,13
211,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[35, 33, 85, 39, 40, 41, 18, 36, 74, 32]",433,211,3,42
212,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[72, 20, 87, 36, 43, 74, 34, 79, 56, 66]",567,212,3,42
213,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[28, 64, 46, 63, 78, 62, 22, 40, 84, 60]",547,213,3,42
214,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[38, 91, 11, 87, 25, 60, 94, 91, 90, 72]",659,214,3,42
215,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[76, 44, 90, 20, 23, 33, 74, 93, 54, 56]",563,215,3,42
216,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[74, 80, 88, 49, 70, 88, 63, 73, 28, 72]",685,216,3,42
217,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[32, 99, 13, 78, 93, 91, 19, 90, 21, 77]",613,217,3,42
218,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[81, 38, 28, 57, 84, 68, 27, 74, 69, 36]",562,218,3,42
219,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[47, 31, 26, 84, 98, 75, 95, 10, 19, 79]",564,219,3,42
220,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[60, 72, 13, 56, 33, 36, 11, 67, 89, 47]",484,220,3,42
221,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[48, 64, 57, 59, 11, 29, 14, 33, 54, 73]",442,221,3,44
222,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[51, 98, 100, 47, 97, 34, 20, 18, 42, 58]",565,222,3,44
223,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[54, 65, 62, 22, 31, 63, 97, 28, 52, 53]",527,223,3,44
224,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[53, 13, 48, 81, 40, 62, 48, 68, 77, 28]",518,224,3,44
225,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[68, 46, 69, 70, 57, 87, 31, 71, 25, 37]",561,225,3,44
226,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[48, 85, 44, 44, 89, 42, 13, 34, 65, 23]",487,226,3,44
227,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[19, 40, 89, 46, 45, 61, 35, 18, 88, 73]",514,227,3,44
228,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[99, 92, 33, 55, 95, 18, 17, 46, 39, 71]",565,228,3,44
229,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[99, 49, 77, 18, 34, 68, 77, 74, 92, 31]",619,229,3,44
230,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[39, 49, 49, 47, 32, 49, 26, 62, 73, 43]",469,230,3,44
231,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[58, 38, 45, 75, 82, 64, 64, 33, 39, 21]",519,231,3,17
232,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[28, 92, 55, 53, 68, 69, 83, 83, 68, 33]",632,232,3,17
233,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[46, 42, 92, 28, 61, 100, 73, 98, 17, 99]",656,233,3,17
234,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[66, 11, 67, 97, 41, 47, 45, 20, 60, 63]",517,234,3,17
235,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[12, 55, 92, 45, 12, 94, 79, 74, 15, 88]",566,235,3,17
236,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[52, 48, 76, 36, 82, 86, 89, 51, 38, 78]",636,236,3,17
237,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[94, 64, 11, 75, 92, 69, 64, 58, 15, 13]",555,237,3,17
238,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[86, 11, 18, 97, 26, 52, 28, 29, 86, 17]",450,238,3,17
239,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[20, 63, 55, 39, 28, 75, 93, 38, 26, 83]",520,239,3,17
240,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[69, 76, 25, 23, 17, 80, 43, 80, 24, 85]",522,240,3,17
241,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[25, 43, 18, 88, 56, 87, 48, 64, 81, 15]",525,241,3,9
242,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[22, 85, 68, 15, 10, 70, 55, 42, 23, 44]",434,242,3,9
243,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[36, 13, 62, 46, 52, 65, 66, 58, 96, 44]",538,243,3,9
244,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[46, 53, 18, 53, 73, 27, 72, 66, 86, 65]",559,244,3,9
245,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[69, 35, 72, 19, 99, 42, 58, 56, 77, 15]",542,245,3,9
246,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[53, 41, 33, 84, 86, 32, 68, 31, 23, 71]",522,246,3,9
247,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[34, 92, 72, 79, 52, 71, 85, 40, 67, 94]",686,247,3,9
248,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[81, 43, 43, 60, 72, 28, 17, 32, 91, 75]",542,248,3,9
249,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[12, 11, 94, 14, 42, 76, 18, 16, 19, 56]",358,249,3,9
250,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[40, 71, 21, 51, 58, 35, 91, 60, 70, 93]",590,250,3,9
251,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[67, 19, 51, 62, 71, 93, 86, 61, 53, 64]",627,251,3,10
252,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[84, 69, 87, 79, 86, 94, 50, 29, 78, 84]",740,252,3,10
253,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[97, 72, 93, 31, 87, 32, 29, 29, 85, 53]",608,253,3,10
254,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[40, 92, 96, 58, 57, 46, 83, 65, 73, 69]",679,254,3,10
255,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[31, 32, 13, 52, 85, 65, 58, 76, 15, 62]",489,255,3,10
256,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[10, 29, 18, 33, 62, 43, 63, 66, 18, 26]",368,256,3,10
257,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[13, 25, 63, 79, 20, 69, 26, 46, 10, 28]",379,257,3,10
258,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[89, 80, 80, 70, 10, 67, 84, 19, 80, 40]",619,258,3,10
259,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[15, 48, 80, 14, 12, 95, 95, 78, 87, 26]",550,259,3,10
260,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[75, 11, 57, 60, 67, 23, 64, 13, 24, 75]",469,260,3,10
261,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[45, 48, 95, 84, 21, 51, 10, 60, 29, 97]",540,261,3,35
262,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[93, 49, 72, 93, 84, 70, 79, 95, 60, 21]",716,262,3,35
263,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[89, 79, 95, 25, 10, 52, 75, 84, 38, 63]",610,263,3,35
264,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[31, 57, 39, 48, 91, 89, 51, 45, 66, 34]",551,264,3,35
265,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[36, 45, 46, 18, 25, 14, 32, 27, 33, 42]",318,265,3,35
266,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[77, 80, 25, 46, 20, 38, 90, 48, 42, 81]",547,266,3,35
267,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[68, 42, 32, 22, 69, 66, 53, 63, 33, 76]",524,267,3,35
268,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[30, 42, 44, 70, 100, 13, 78, 76, 88, 96]",637,268,3,35
269,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[49, 62, 28, 93, 61, 89, 37, 75, 70, 46]",610,269,3,35
270,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[30, 35, 50, 40, 30, 60, 54, 57, 57, 45]",458,270,3,35
271,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[89, 71, 95, 49, 88, 45, 30, 11, 46, 94]",618,271,3,12
272,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[69, 48, 52, 80, 99, 30, 66, 94, 48, 46]",632,272,3,12
273,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[55, 91, 62, 96, 91, 14, 48, 53, 84, 74]",668,273,3,12
274,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[81, 43, 38, 55, 95, 96, 80, 24, 11, 16]",539,274,3,12
275,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[36, 28, 69, 99, 68, 75, 39, 54, 15, 20]",503,275,3,12
276,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[50, 89, 50, 13, 11, 94, 46, 34, 85, 52]",524,276,3,12
277,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[65, 97, 94, 97, 45, 33, 97, 85, 15, 71]",699,277,3,12
278,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[10, 86, 87, 38, 46, 87, 61, 17, 66, 15]",513,278,3,12
279,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[69, 76, 50, 27, 39, 35, 30, 87, 21, 51]",485,279,3,12
280,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[63, 45, 93, 74, 26, 85, 31, 97, 29, 39]",582,280,3,12
281,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[33, 49, 58, 89, 82, 57, 51, 10, 20, 75]",524,281,3,47
282,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[45, 63, 94, 68, 85, 29, 15, 10, 58, 36]",503,282,3,47
283,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[61, 29, 73, 37, 52, 43, 75, 73, 84, 67]",594,283,3,47
284,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[28, 92, 91, 36, 82, 90, 42, 72, 10, 88]",631,284,3,47
285,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[78, 23, 42, 39, 50, 90, 46, 93, 28, 62]",551,285,3,47
286,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[49, 30, 84, 79, 36, 27, 75, 38, 50, 73]",541,286,3,47
287,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[55, 35, 39, 12, 33, 96, 83, 77, 15, 62]",507,287,3,47
288,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[64, 94, 24, 71, 50, 42, 92, 34, 86, 28]",585,288,3,47
289,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[90, 61, 71, 16, 68, 18, 81, 56, 38, 84]",583,289,3,47
290,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[35, 85, 13, 21, 53, 27, 84, 58, 41, 74]",491,290,3,47
291,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[100, 97, 78, 28, 43, 18, 43, 65, 99, 87]",658,291,3,45
292,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[64, 49, 77, 95, 18, 47, 75, 75, 20, 42]",562,292,3,45
293,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[11, 88, 31, 10, 16, 48, 23, 32, 61, 95]",415,293,3,45
294,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[94, 89, 26, 65, 24, 94, 57, 33, 55, 73]",610,294,3,45
295,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[15, 89, 70, 83, 54, 34, 22, 48, 73, 74]",562,295,3,45
296,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[67, 50, 46, 94, 51, 56, 56, 82, 76, 44]",622,296,3,45
297,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[56, 93, 68, 84, 81, 46, 53, 23, 42, 45]",591,297,3,45
298,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[19, 24, 85, 32, 31, 28, 45, 65, 68, 77]",474,298,3,45
299,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[21, 20, 53, 18, 75, 21, 10, 40, 31, 27]",316,299,3,45
300,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[81, 33, 59, 51, 69, 97, 81, 60, 46, 22]",599,300,3,45
301,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[35, 69, 18, 87, 96, 92, 91, 79, 66, 39]",672,301,4,12
302,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[98, 99, 91, 94, 57, 76, 43, 54, 14, 51]",677,302,4,12
303,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[36, 34, 44, 16, 43, 24, 60, 89, 13, 70]",429,303,4,12
304,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[73, 18, 70, 70, 33, 66, 62, 95, 26, 29]",542,304,4,12
305,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[74, 52, 70, 79, 55, 26, 16, 66, 68, 19]",525,305,4,12
306,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[70, 70, 45, 31, 73, 55, 34, 60, 92, 32]",562,306,4,12
307,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[60, 94, 28, 15, 51, 32, 85, 97, 71, 100]",633,307,4,12
308,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[80, 50, 50, 96, 35, 18, 48, 53, 62, 92]",584,308,4,12
309,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[81, 21, 82, 71, 24, 93, 52, 31, 67, 35]",557,309,4,12
310,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[18, 59, 61, 17, 80, 75, 25, 96, 30, 100]",561,310,4,12
311,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[38, 15, 45, 63, 90, 27, 22, 29, 98, 55]",482,311,4,5
312,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[30, 74, 18, 83, 27, 27, 83, 54, 79, 85]",560,312,4,5
313,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[43, 19, 40, 61, 14, 26, 45, 12, 34, 93]",387,313,4,5
314,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[37, 12, 75, 12, 57, 54, 40, 40, 35, 86]",448,314,4,5
315,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[99, 83, 48, 10, 16, 54, 37, 27, 68, 54]",496,315,4,5
316,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[96, 93, 11, 39, 72, 76, 56, 47, 44, 52]",586,316,4,5
317,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[38, 92, 54, 12, 87, 54, 22, 53, 81, 88]",581,317,4,5
318,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[95, 90, 43, 48, 48, 70, 65, 62, 85, 64]",670,318,4,5
319,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[16, 74, 88, 11, 86, 28, 92, 38, 45, 93]",571,319,4,5
320,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[13, 66, 11, 89, 17, 61, 93, 22, 38, 76]",486,320,4,5
321,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[30, 38, 15, 74, 32, 99, 73, 71, 10, 10]",452,321,4,24
322,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[65, 87, 27, 88, 11, 40, 97, 39, 39, 56]",549,322,4,24
323,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[63, 51, 30, 18, 55, 90, 13, 14, 25, 47]",406,323,4,24
324,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[34, 87, 92, 73, 75, 55, 47, 33, 73, 69]",638,324,4,24
325,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[11, 72, 78, 68, 51, 51, 97, 70, 41, 30]",569,325,4,24
326,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[25, 57, 100, 68, 86, 35, 97, 81, 51, 74]",674,326,4,24
327,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[26, 69, 44, 32, 47, 52, 11, 75, 17, 54]",427,327,4,24
328,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[75, 37, 77, 44, 100, 87, 28, 67, 59, 31]",605,328,4,24
329,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[63, 72, 20, 81, 22, 29, 66, 85, 74, 55]",567,329,4,24
330,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[88, 60, 32, 10, 83, 21, 62, 80, 100, 27]",563,330,4,24
331,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[55, 97, 15, 64, 36, 28, 93, 54, 89, 28]",559,331,4,39
332,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[35, 85, 52, 98, 15, 11, 58, 62, 95, 62]",573,332,4,39
333,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[97, 94, 81, 10, 42, 80, 88, 87, 56, 59]",694,333,4,39
334,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[59, 78, 34, 47, 13, 13, 47, 32, 79, 25]",427,334,4,39
335,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[10, 20, 44, 93, 25, 89, 38, 63, 66, 48]",496,335,4,39
336,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[35, 26, 59, 46, 69, 57, 68, 23, 89, 19]",491,336,4,39
337,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[64, 81, 81, 74, 18, 96, 60, 80, 77, 77]",708,337,4,39
338,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[96, 50, 56, 24, 81, 40, 82, 93, 28, 99]",649,338,4,39
339,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[25, 22, 80, 33, 68, 59, 97, 43, 72, 96]",595,339,4,39
340,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[74, 73, 33, 60, 16, 79, 50, 18, 18, 36]",457,340,4,39
341,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[45, 14, 66, 84, 37, 38, 54, 76, 18, 69]",501,341,4,3
342,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[16, 36, 61, 73, 70, 71, 53, 52, 87, 79]",598,342,4,3
343,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[47, 33, 89, 17, 61, 91, 32, 58, 37, 48]",513,343,4,3
344,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[38, 21, 50, 67, 73, 45, 59, 43, 42, 86]",524,344,4,3
345,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[34, 80, 96, 93, 58, 52, 82, 64, 70, 36]",665,345,4,3
346,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[72, 33, 26, 82, 49, 50, 38, 14, 33, 75]",472,346,4,3
347,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[37, 72, 51, 83, 46, 68, 29, 82, 19, 40]",527,347,4,3
348,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[42, 23, 60, 16, 87, 41, 68, 90, 22, 11]",460,348,4,3
349,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[10, 59, 45, 26, 99, 83, 25, 15, 34, 96]",492,349,4,3
350,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[69, 35, 89, 42, 64, 85, 92, 23, 57, 37]",593,350,4,3
351,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[60, 20, 27, 46, 75, 95, 28, 68, 87, 89]",595,351,4,42
352,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[58, 39, 85, 22, 53, 68, 21, 33, 59, 36]",474,352,4,42
353,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[34, 24, 72, 58, 95, 40, 50, 60, 73, 12]",518,353,4,42
354,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[20, 44, 69, 66, 52, 16, 66, 11, 21, 100]",465,354,4,42
355,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[55, 49, 64, 71, 27, 41, 10, 65, 87, 60]",529,355,4,42
356,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[55, 31, 48, 89, 22, 63, 85, 11, 21, 53]",478,356,4,42
357,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[48, 72, 88, 32, 14, 69, 78, 84, 36, 22]",543,357,4,42
358,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[44, 95, 53, 41, 52, 20, 17, 42, 59, 72]",495,358,4,42
359,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[31, 83, 89, 86, 70, 14, 65, 39, 96, 51]",624,359,4,42
360,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[70, 93, 11, 42, 16, 76, 57, 19, 40, 97]",521,360,4,42
361,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[36, 64, 18, 90, 66, 48, 38, 89, 55, 28]",532,361,4,13
362,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[96, 77, 23, 46, 87, 11, 10, 92, 31, 99]",572,362,4,13
363,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[74, 32, 25, 96, 42, 50, 70, 80, 46, 37]",552,363,4,13
364,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[86, 76, 25, 18, 81, 53, 68, 100, 66, 17]",590,364,4,13
365,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[27, 58, 64, 62, 53, 76, 53, 69, 26, 43]",531,365,4,13
366,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[89, 78, 20, 60, 27, 50, 22, 61, 76, 29]",512,366,4,13
367,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[14, 63, 49, 41, 43, 90, 54, 15, 30, 44]",443,367,4,13
368,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[98, 76, 52, 85, 80, 73, 69, 21, 10, 62]",626,368,4,13
369,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[35, 96, 88, 21, 23, 56, 33, 34, 45, 66]",497,369,4,13
370,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[75, 68, 75, 19, 55, 44, 40, 83, 30, 89]",578,370,4,13
371,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[19, 40, 96, 67, 57, 73, 82, 90, 44, 24]",592,371,4,33
372,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[76, 58, 23, 97, 65, 26, 45, 90, 97, 81]",658,372,4,33
373,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[48, 20, 42, 84, 64, 61, 10, 54, 33, 80]",496,373,4,33
374,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[54, 41, 83, 83, 50, 82, 12, 75, 33, 11]",524,374,4,33
375,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[83, 74, 17, 12, 94, 99, 47, 21, 60, 71]",578,375,4,33
376,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[80, 72, 92, 56, 19, 54, 78, 77, 73, 98]",699,376,4,33
377,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[72, 19, 69, 72, 95, 86, 26, 100, 23, 81]",643,377,4,33
378,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[88, 24, 62, 47, 74, 64, 24, 50, 59, 51]",543,378,4,33
379,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[96, 100, 26, 55, 21, 35, 65, 16, 59, 83]",556,379,4,33
380,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[80, 15, 17, 67, 23, 18, 59, 47, 64, 36]",426,380,4,33
381,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[36, 69, 53, 30, 26, 36, 78, 79, 82, 58]",547,381,4,50
